league,team1,team2,measurements,ngame,score_diff,win1,win2,final_score_diff,score_diff_delta
Club Friendlies,GS Lavrio,Ifaistos Limnou,17,11538,1,2.165,1.685,-15,-16
Club Friendlies,GS Lavrio,Ifaistos Limnou,18,11538,0,2.4,1.57,-15,-15
Club Friendlies,GS Lavrio,Ifaistos Limnou,19,11538,-4,3.46,1.32,-15,-11
Club Friendlies,GS Lavrio,Ifaistos Limnou,20,11538,-2,2.725,1.46,-15,-13
Club Friendlies,GS Lavrio,Ifaistos Limnou,21,11538,-1,2.565,1.51,-15,-14
Club Friendlies,GS Lavrio,Ifaistos Limnou,22,11538,-3,3.2,1.36,-15,-12
Club Friendlies,GS Lavrio,Ifaistos Limnou,23,11538,-3,3.2,1.36,-15,-12
Club Friendlies,GS Lavrio,Ifaistos Limnou,24,11538,-3,3.2,1.36,-15,-12
Club Friendlies,GS Lavrio,Ifaistos Limnou,25,11538,-3,3.2,1.36,-15,-12
Club Friendlies,GS Lavrio,Ifaistos Limnou,26,11538,-3,3.2,1.36,-15,-12
Club Friendlies,GS Lavrio,Ifaistos Limnou,27,11538,-3,3.2,1.36,-15,-12
Club Friendlies,GS Lavrio,Ifaistos Limnou,28,11538,-3,3.2,1.36,-15,-12
Club Friendlies,GS Lavrio,Ifaistos Limnou,29,11538,-7,4.72,1.2,-15,-8
Club Friendlies,GS Lavrio,Ifaistos Limnou,30,11538,-9,6,1.14,-15,-6
Club Friendlies,GS Lavrio,Ifaistos Limnou,31,11538,-11,8.3,1.09,-15,-4
Club Friendlies,GS Lavrio,Ifaistos Limnou,32,11538,-11,8.3,1.09,-15,-4
Club Friendlies,GS Lavrio,Ifaistos Limnou,33,11538,-10,6.75,1.12,-15,-5
Club Friendlies,GS Lavrio,Ifaistos Limnou,34,11538,-10,7.2,1.11,-15,-5
Club Friendlies,GS Lavrio,Ifaistos Limnou,35,11538,-8,5.75,1.15,-15,-7
Club Friendlies,GS Lavrio,Ifaistos Limnou,36,11538,-10,7.7,1.1,-15,-5
Club Friendlies,GS Lavrio,Ifaistos Limnou,37,11538,-7,5.75,1.15,-15,-8
Club Friendlies,GS Lavrio,Ifaistos Limnou,38,11538,-8,6.35,1.13,-15,-7
Club Friendlies,GS Lavrio,Ifaistos Limnou,39,11538,-10,8.3,1.09,-15,-5
Club Friendlies,GS Lavrio,Ifaistos Limnou,40,11538,-7,5.75,1.15,-15,-8
Club Friendlies,GS Lavrio,Ifaistos Limnou,41,11538,-10,10,1.05,-15,-5
Club Friendlies,GS Lavrio,Ifaistos Limnou,42,11538,-11,11,1.04,-15,-4
Club Friendlies,GS Lavrio,Ifaistos Limnou,43,11538,-10,12.5,1.03,-15,-5
Club Friendlies,GS Lavrio,Ifaistos Limnou,44,11538,-9,11,1.04,-15,-6
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),2,12165,-1,1.17,5.3,9,10
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),6,12165,-3,1.25,4.02,9,12
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),14,12165,10,1.02,12.5,9,-1
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),15,12165,7,1.17,5.3,9,2
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),16,12165,4,1.25,4.06,9,5
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),17,12165,6,1.23,4.34,9,3
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),18,12165,6,1.24,4.22,9,3
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),24,12165,8,1.05,10,9,1
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),25,12165,8,1.05,10,9,1
Australia. QBL. Women,Gold Coast Rollers (Women),USC Rip City (Women),26,12165,8,1.04,11,9,1
Germany. BBL,Hamburg Towers,Alba Berlin,1,12805,0,9.66,1.09,-25,-25
Germany. BBL,Hamburg Towers,Alba Berlin,2,12805,0,9.66,1.09,-25,-25
Germany. BBL,Hamburg Towers,Alba Berlin,3,12805,-1,10.7,1.08,-25,-24
Germany. BBL,Hamburg Towers,Alba Berlin,4,12805,-3,16.3,1.03,-25,-22
Germany. BBL,Hamburg Towers,Alba Berlin,5,12805,-8,17,1.01,-25,-17
Germany. BBL,Hamburg Towers,Alba Berlin,6,12805,-9,17,1.01,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,7,12805,-9,17,1.01,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,8,12805,-8,17,1.01,-25,-17
Germany. BBL,Hamburg Towers,Alba Berlin,9,12805,-8,17,1.01,-25,-17
Germany. BBL,Hamburg Towers,Alba Berlin,10,12805,-7,12.2,1.05,-25,-18
Germany. BBL,Hamburg Towers,Alba Berlin,11,12805,-9,10.7,1.08,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,12,12805,-10,13.9,1.04,-25,-15
Germany. BBL,Hamburg Towers,Alba Berlin,13,12805,-8,8.82,1.1,-25,-17
Germany. BBL,Hamburg Towers,Alba Berlin,14,12805,-5,7.55,1.12,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,15,12805,-2,5.67,1.17,-25,-23
Germany. BBL,Hamburg Towers,Alba Berlin,16,12805,-8,17,1.02,-25,-17
Germany. BBL,Hamburg Towers,Alba Berlin,17,12805,-10,17,1.02,-25,-15
Germany. BBL,Hamburg Towers,Alba Berlin,18,12805,-10,17,1.01,-25,-15
Germany. BBL,Hamburg Towers,Alba Berlin,19,12805,-13,17,1.01,-25,-12
Germany. BBL,Hamburg Towers,Alba Berlin,20,12805,-10,17,1.01,-25,-15
Germany. BBL,Hamburg Towers,Alba Berlin,21,12805,-9,17,1.01,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,22,12805,-9,17,1.01,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,23,12805,-8,16.3,1.03,-25,-17
Germany. BBL,Hamburg Towers,Alba Berlin,24,12805,-8,16.3,1.03,-25,-17
Germany. BBL,Hamburg Towers,Alba Berlin,25,12805,-5,10.7,1.08,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,26,12805,-5,10.7,1.08,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,27,12805,-5,10.7,1.08,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,28,12805,-5,10.7,1.08,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,29,12805,-5,10.7,1.08,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,30,12805,-5,10.7,1.08,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,31,12805,-5,10.7,1.08,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,32,12805,-5,10.7,1.08,-25,-20
Germany. BBL,Hamburg Towers,Alba Berlin,33,12805,-9,16.3,1.03,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,34,12805,-11,17,1.01,-25,-14
Germany. BBL,Hamburg Towers,Alba Berlin,35,12805,-9,16.3,1.03,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,36,12805,-7,12.2,1.05,-25,-18
Germany. BBL,Hamburg Towers,Alba Berlin,37,12805,-9,17,1.02,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,38,12805,-9,16.3,1.03,-25,-16
Germany. BBL,Hamburg Towers,Alba Berlin,39,12805,-12,17,1.01,-25,-13
Germany. BBL,Hamburg Towers,Alba Berlin,40,12805,-12,17,1.01,-25,-13
ABA League. Division 2,Helios Domzale,KK Lovcen Cetinje,1,13151,5,1.23,4.27,30,25
ABA League. Division 2,Helios Domzale,KK Lovcen Cetinje,2,13151,11,1.12,6.78,30,19
ABA League. Division 2,Helios Domzale,KK Lovcen Cetinje,3,13151,11,1.12,6.78,30,19
ABA League. Division 2,Helios Domzale,KK Lovcen Cetinje,4,13151,11,1.13,6.4,30,19
ABA League. Division 2,Helios Domzale,KK Lovcen Cetinje,5,13151,10,1.13,6.4,30,20
ABA League. Division 2,Helios Domzale,KK Lovcen Cetinje,6,13151,15,1.03,12.2,30,15
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),1,14008,0,1.59,2.23,1,1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),2,14008,-2,1.67,2.09,1,3
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),3,14008,-2,1.67,2.09,1,3
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),4,14008,-3,1.7,2.06,1,4
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),5,14008,-3,1.72,2.02,1,4
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),6,14008,-5,2.02,1.72,1,6
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),7,14008,-7,2.27,1.58,1,8
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),8,14008,-4,2.07,1.69,1,5
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),9,14008,-1,1.59,2.24,1,2
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),10,14008,-1,1.59,2.25,1,2
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),11,14008,2,1.41,2.77,1,-1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),13,14008,-1,1.56,2.32,1,2
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),14,14008,1,1.41,2.78,1,0
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),15,14008,-1,1.57,2.31,1,2
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),16,14008,-2,1.65,2.16,1,3
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),17,14008,2,1.38,2.95,1,-1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),19,14008,3,1.36,3.03,1,-2
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),20,14008,1,1.39,2.89,1,0
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),21,14008,2,1.35,3.11,1,-1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),22,14008,2,1.43,2.75,1,-1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),23,14008,2,1.43,2.75,1,-1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),24,14008,2,1.43,2.75,1,-1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),25,14008,2,1.43,2.75,1,-1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),26,14008,0,1.54,2.41,1,1
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),27,14008,-2,2.36,1.57,1,3
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),28,14008,-3,2.25,1.62,1,4
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),29,14008,-7,3.86,1.26,1,8
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),30,14008,-9,5.33,1.16,1,10
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),31,14008,-6,3.86,1.26,1,7
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),32,14008,-8,5.89,1.14,1,9
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),33,14008,-8,5.89,1.14,1,9
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),34,14008,-8,5.34,1.16,1,9
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),36,14008,-5,3.71,1.29,1,6
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),37,14008,-7,5.84,1.15,1,8
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),38,14008,-7,4.73,1.2,1,8
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),39,14008,-9,8.97,1.07,1,10
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),40,14008,-8,11.1,1.05,1,9
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),41,14008,-7,8.62,1.09,1,8
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),42,14008,-5,4.45,1.24,1,6
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),43,14008,-3,3.38,1.38,1,4
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),44,14008,-4,3.67,1.34,1,5
Slovenia Cup. Women,Ilirija (Women),ZKK Domzale (Women),45,14008,-5,16.8,1.03,1,6
Argentina. TNA,Independiente SDE,Tiro Federal,3,14142,2,1.16,5.5,9,7
Argentina. TNA,Independiente SDE,Tiro Federal,7,14142,3,1.01,17,9,6
Argentina. TNA,Independiente SDE,Tiro Federal,8,14142,4,1.01,17,9,5
Argentina. TNA,Independiente SDE,Tiro Federal,15,14142,13,1.01,17,9,-4
Argentina. TNA,Independiente SDE,Tiro Federal,16,14142,15,2.57,1.51,9,-6
Argentina. TNA,Independiente SDE,Tiro Federal,17,14142,15,3.064,1.38,9,-6
Argentina. TNA,Independiente SDE,Tiro Federal,18,14142,13,4.72,1.2,9,-4
Argentina. TNA,Independiente SDE,Tiro Federal,19,14142,14,4.72,1.2,9,-5
Argentina. TNA,Independiente SDE,Tiro Federal,31,14142,9,1.35,3.24,9,0
Argentina. TNA,Independiente SDE,Tiro Federal,32,14142,12,1.32,3.44,9,-3
Argentina. TNA,Independiente SDE,Tiro Federal,33,14142,9,1.45,2.768,9,0
Argentina. TNA,Independiente SDE,Tiro Federal,34,14142,7,1.65,2.225,9,2
Argentina. TNA,Independiente SDE,Tiro Federal,35,14142,5,1.84,1.95,9,4
Argentina. TNA,Independiente SDE,Tiro Federal,36,14142,5,1.896,1.896,9,4
Argentina. TNA,Independiente SDE,Tiro Federal,37,14142,7,1.896,1.896,9,2
Argentina. TNA,Independiente SDE,Tiro Federal,38,14142,5,1.896,1.896,9,4
Argentina. TNA,Independiente SDE,Tiro Federal,39,14142,5,1.896,1.896,9,4
Argentina. TNA,Independiente SDE,Tiro Federal,40,14142,5,1.896,1.896,9,4
Argentina. TNA,Independiente SDE,Tiro Federal,41,14142,9,1.896,1.896,9,0
Argentina. TNA,Independiente SDE,Tiro Federal,42,14142,8,1.896,1.896,9,1
Argentina. TNA,Independiente SDE,Tiro Federal,43,14142,10,1.896,1.896,9,-1
Argentina. TNA,Independiente SDE,Tiro Federal,44,14142,9,1.896,1.896,9,0
Argentina. TNA,Independiente SDE,Tiro Federal,45,14142,8,1.896,1.896,9,1
Argentina. TNA,Independiente SDE,Tiro Federal,46,14142,10,1.896,1.896,9,-1
Argentina. TNA,Independiente SDE,Tiro Federal,47,14142,10,1.896,1.896,9,-1
Argentina. TNA,Independiente SDE,Tiro Federal,48,14142,9,2.835,1.43,9,0
Argentina. TNA,Independiente SDE,Tiro Federal,49,14142,9,2.664,1.48,9,0
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,1,14456,0,1.79,2.05,5,5
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,2,14456,1,1.73,2.14,5,4
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,3,14456,1,1.76,2.09,5,4
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,4,14456,-1,1.91,1.91,5,6
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,5,14456,-4,2.2,1.69,5,9
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,6,14456,-5,2.275,1.65,5,10
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,7,14456,-6,2.31,1.63,5,11
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,8,14456,-12,3.12,1.39,5,17
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,9,14456,-12,3.18,1.38,5,17
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,10,14456,-17,7,1.13,5,22
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,11,14456,-15,5.35,1.19,5,20
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,12,14456,-14,5.1,1.2,5,19
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,13,14456,-14,6.25,1.15,5,19
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,14,14456,-14,5.65,1.17,5,19
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,15,14456,-16,7,1.13,5,21
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,16,14456,-17,8.8,1.1,5,22
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,17,14456,-13,5.9,1.16,5,18
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,18,14456,-13,6.6,1.14,5,18
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,19,14456,-12,4.74,1.22,5,17
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,20,14456,-9,3.38,1.35,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,21,14456,-9,3.6,1.32,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,22,14456,-9,3.38,1.35,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,23,14456,-9,3.38,1.35,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,24,14456,-9,3.38,1.35,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,25,14456,-9,3.38,1.35,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,26,14456,-9,3.38,1.35,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,27,14456,-9,3.38,1.35,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,28,14456,-9,3.38,1.35,5,14
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,29,14456,-11,4.28,1.25,5,16
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,30,14456,-7,3.24,1.37,5,12
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,31,14456,-7,3.24,1.37,5,12
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,32,14456,-2,2.17,1.71,5,7
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,33,14456,0,1.89,1.93,5,5
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,34,14456,2,1.62,2.335,5,3
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,36,14456,-1,2.01,1.82,5,6
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,37,14456,-1,2.01,1.82,5,6
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,38,14456,3,1.48,2.735,5,2
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,39,14456,4,1.39,3.12,5,1
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,40,14456,7,1.2,5.1,5,-2
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,41,14456,10,1.02,17,5,-5
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,42,14456,7,1.12,7.5,5,-2
Israel. Superleague,Ironi Nes-Ziona,Maccabi Rishon LeZion,44,14456,2,1.32,3.6,5,3
FIBA World Championship,Japan,Czech Republic,1,14806,2,3.94,1.28,-13,-15
FIBA World Championship,Japan,Czech Republic,2,14806,-2,4.72,1.22,-13,-11
FIBA World Championship,Japan,Czech Republic,3,14806,-5,6.25,1.15,-13,-8
FIBA World Championship,Japan,Czech Republic,4,14806,-3,5.2,1.19,-13,-10
FIBA World Championship,Japan,Czech Republic,5,14806,-3,4.96,1.21,-13,-10
FIBA World Championship,Japan,Czech Republic,6,14806,0,4.2,1.26,-13,-13
FIBA World Championship,Japan,Czech Republic,7,14806,2,3.54,1.33,-13,-15
FIBA World Championship,Japan,Czech Republic,8,14806,0,4.2,1.26,-13,-13
FIBA World Championship,Japan,Czech Republic,10,14806,-3,7.6,1.12,-13,-10
FIBA World Championship,Japan,Czech Republic,11,14806,-3,8.1,1.11,-13,-10
FIBA World Championship,Japan,Czech Republic,12,14806,-2,4.96,1.21,-13,-11
FIBA World Championship,Japan,Czech Republic,13,14806,-4,6.6,1.14,-13,-9
FIBA World Championship,Japan,Czech Republic,14,14806,-4,5.2,1.19,-13,-9
FIBA World Championship,Japan,Czech Republic,15,14806,-8,7.9,1.11,-13,-5
FIBA World Championship,Japan,Czech Republic,16,14806,-7,7.4,1.12,-13,-6
FIBA World Championship,Japan,Czech Republic,17,14806,-8,8.7,1.1,-13,-5
FIBA World Championship,Japan,Czech Republic,18,14806,-7,8.2,1.11,-13,-6
FIBA World Championship,Japan,Czech Republic,19,14806,-5,7.3,1.12,-13,-8
FIBA World Championship,Japan,Czech Republic,20,14806,-6,6.7,1.14,-13,-7
FIBA World Championship,Japan,Czech Republic,21,14806,-7,7.4,1.12,-13,-6
FIBA World Championship,Japan,Czech Republic,22,14806,-7,7.4,1.12,-13,-6
FIBA World Championship,Japan,Czech Republic,23,14806,-5,6.75,1.14,-13,-8
FIBA World Championship,Japan,Czech Republic,24,14806,-5,6.1,1.16,-13,-8
FIBA World Championship,Japan,Czech Republic,25,14806,-5,6.1,1.16,-13,-8
FIBA World Championship,Japan,Czech Republic,26,14806,-5,6.1,1.16,-13,-8
FIBA World Championship,Japan,Czech Republic,27,14806,-5,6.1,1.16,-13,-8
FIBA World Championship,Japan,Czech Republic,29,14806,-5,6.1,1.16,-13,-8
FIBA World Championship,Japan,Czech Republic,31,14806,-5,6.1,1.16,-13,-8
FIBA World Championship,Japan,Czech Republic,33,14806,-5,5.6,1.18,-13,-8
FIBA World Championship,Japan,Czech Republic,35,14806,-5,5.3,1.19,-13,-8
FIBA World Championship,Japan,Czech Republic,37,14806,-9,9.6,1.09,-13,-4
FIBA World Championship,Japan,Czech Republic,38,14806,-9,9.6,1.09,-13,-4
FIBA World Championship,Japan,Czech Republic,39,14806,-10,14.5,1.04,-13,-3
FIBA World Championship,Japan,Czech Republic,40,14806,-10,14.5,1.04,-13,-3
FIBA World Championship,Japan,Czech Republic,41,14806,-8,11,1.07,-13,-5
FIBA World Championship,Japan,Czech Republic,42,14806,-10,11,1.07,-13,-3
FIBA World Championship,Japan,Czech Republic,43,14806,-11,12.5,1.05,-13,-2
FIBA World Championship,Japan,Czech Republic,44,14806,-8,8.8,1.1,-13,-5
FIBA World Championship,Japan,Czech Republic,45,14806,-8,7.5,1.12,-13,-5
FIBA World Championship,Japan,Czech Republic,46,14806,-7,6.9,1.13,-13,-6
FIBA World Championship,Japan,Czech Republic,47,14806,-9,12.5,1.05,-13,-4
FIBA World Championship,Japan,Czech Republic,48,14806,-11,17,1.01,-13,-2
FIBA World Championship,Japan,Czech Republic,51,14806,-12,17,1.01,-13,-1
Cup William Jones,Japan,Jordan,1,14808,-2,2.335,1.62,9,11
Cup William Jones,Japan,Jordan,2,14808,-2,2.355,1.61,9,11
Cup William Jones,Japan,Jordan,3,14808,-6,2.935,1.43,9,15
Cup William Jones,Japan,Jordan,4,14808,-1,2.215,1.68,9,10
Cup William Jones,Japan,Jordan,5,14808,2,1.96,1.86,9,7
Cup William Jones,Japan,Jordan,6,14808,5,1.68,2.22,9,4
Cup William Jones,Japan,Jordan,7,14808,4,1.81,2.02,9,5
Cup William Jones,Japan,Jordan,8,14808,6,1.63,2.31,9,3
Cup William Jones,Japan,Jordan,9,14808,4,1.74,2.12,9,5
Cup William Jones,Japan,Jordan,10,14808,4,1.76,2.09,9,5
Cup William Jones,Japan,Jordan,11,14808,7,1.57,2.45,9,2
Cup William Jones,Japan,Jordan,12,14808,6,1.6,2.384,9,3
Cup William Jones,Japan,Jordan,13,14808,5,1.71,2.17,9,4
Cup William Jones,Japan,Jordan,14,14808,5,1.68,2.22,9,4
Cup William Jones,Japan,Jordan,15,14808,1,2.01,1.82,9,8
Cup William Jones,Japan,Jordan,16,14808,1,2.01,1.82,9,8
Cup William Jones,Japan,Jordan,17,14808,1,1.93,1.89,9,8
Cup William Jones,Japan,Jordan,18,14808,0,2.05,1.79,9,9
Cup William Jones,Japan,Jordan,19,14808,-3,2.504,1.55,9,12
Cup William Jones,Japan,Jordan,20,14808,-6,4.42,1.24,9,15
Cup William Jones,Japan,Jordan,21,14808,-6,3.6,1.32,9,15
Cup William Jones,Japan,Jordan,22,14808,-5,3.38,1.35,9,14
Cup William Jones,Japan,Jordan,23,14808,-3,2.735,1.48,9,12
Cup William Jones,Japan,Jordan,24,14808,-3,2.408,1.59,9,12
Cup William Jones,Japan,Jordan,25,14808,-3,2.408,1.59,9,12
Cup William Jones,Japan,Jordan,26,14808,-7,4.02,1.27,9,16
Cup William Jones,Japan,Jordan,27,14808,-4,2.664,1.5,9,13
Cup William Jones,Japan,Jordan,28,14808,-5,3.24,1.37,9,14
Cup William Jones,Japan,Jordan,29,14808,-6,2.632,1.51,9,15
Cup William Jones,Japan,Jordan,30,14808,-7,3.8,1.3,9,16
Cup William Jones,Japan,Jordan,31,14808,-7,3.8,1.3,9,16
Cup William Jones,Japan,Jordan,32,14808,-12,8.8,1.1,9,21
Cup William Jones,Japan,Jordan,33,14808,-10,7.5,1.12,9,19
Cup William Jones,Japan,Jordan,34,14808,-5,4.02,1.27,9,14
Cup William Jones,Japan,Jordan,35,14808,-5,3.38,1.35,9,14
Cup William Jones,Japan,Jordan,36,14808,-4,3.18,1.38,9,13
Cup William Jones,Japan,Jordan,37,14808,-4,2.735,1.48,9,13
Cup William Jones,Japan,Jordan,38,14808,-5,3.12,1.39,9,14
Cup William Jones,Japan,Jordan,39,14808,-3,2.45,1.57,9,12
Cup William Jones,Japan,Jordan,40,14808,0,1.82,2.01,9,9
Cup William Jones,Japan,Jordan,41,14808,0,1.84,1.98,9,9
Cup William Jones,Japan,Jordan,42,14808,3,1.5,2.664,9,6
Cup William Jones,Japan,Jordan,43,14808,3,1.35,3.38,9,6
Cup William Jones,Japan,Jordan,44,14808,1,1.68,2.22,9,8
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,3,14843,3,1.11,8.1,14,11
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,5,14843,-1,1.21,4.92,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,6,14843,0,1.21,4.92,14,14
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,7,14843,-1,1.26,4.16,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,8,14843,-1,1.26,4.16,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,10,14843,-1,1.25,4.28,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,13,14843,-1,1.27,4.02,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,14,14843,1,1.19,5.35,14,13
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,15,14843,-1,1.34,3.44,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,16,14843,-1,1.38,3.18,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,17,14843,-1,1.47,2.775,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,18,14843,-1,1.45,2.86,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,19,14843,-1,1.47,2.775,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,20,14843,-1,1.48,2.735,14,15
Poland. League 2,Jaworzno,AZS Politechnika Czestochowa,21,14843,-1,1.48,2.735,14,15
